"Project","Park","NETNCode","Site","Date","LabCode","SampleTime","SampleDepth_m","pH_Lab","ANC_ueqL","AppColor_PCU","AppColorFlag","DOC_mgL","DOCFlag","TP_ugL","TPFlag","TN_mgL","TNFlag","NO2_mgL","NO2Flag","NH3_mgL","NH3Flag","NO3_ueqL","NO3Flag","SO4_ueqL","SO4Flag","Cl_ueqL","ClFlag","SEC2016","month","year","mon_year","Date","Sample Time","Stream_Lake Temp","Test Time","Bottle Temp","NH3-N mg/l","NH3 mg/l","PO4mg/L","PO4ug/L","NO2-Nug/l(meter)","NO2 ug/l(meter)","NO2 mg/l(meter)","NO3(strip)","Cl mg/L (meter)","Cl <U+00B5>eq/L (meter)","Cl quantab units (strip)","Cl mg/L (strip)","Cl ueq/L (strip)","Rain Event","QA/QC Notes","month","year"
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-08-29,"SWRL",1899-12-31 09:00:00,10,6.585,63.53656,7.884,NA,1.911,NA,3,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.5611,NA,5.9451,NA,"ACEAGL_20170829","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACEAGL","Eagle Lake",2017-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACEAGL_20170918","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACECHO","Echo Lake",2017-04-09,"SWRL",1899-12-31 12:05:00,0.5,6.63,98.87475,NA,NA,2.987,NA,NA,NA,0.118,NA,NA,NA,NA,NA,NA,"MDL<1",55.2541666666667,NA,444.431142857143,NA,"ACECHO_20170409","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACECHO","Echo Lake",2017-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACECHO_20170524","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACECHO","Echo Lake",2017-06-28,"SWRL",1899-12-31 13:30:00,6,6.889,97.78818,16.968,NA,2.817,NA,5.9,NA,0.122,NA,NA,"<MRL 0.001",NA,"MDL<0.005",NA,"<MRL 1",58.75,NA,582.705714285714,NA,"ACECHO_20170628","06","2017","062017",2017-06-28,"13:30",15.6,"14:55",23.18,0.04,0.049,NA,NA,1,3.29,0.00329,NA,1.2,33.9,NA,NA,NA,NA,NA,"06","2017"
"NETNLake","ACAD","ACECHO","Echo Lake",2017-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACECHO_20170718","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACECHO","Echo Lake",2017-08-22,"SWRL",1899-12-31 13:00:00,9,108.437,6.853,16.394,NA,2.826,NA,3.9,NA,NA,NA,NA,"<MRL 0.001",0.0058,NA,NA,"<MRL 1",4.1131,NA,20.4348,NA,"ACECHO_20170822","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACECHO","Echo Lake",2017-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACECHO_20170925","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-04-17,"SWRL",1899-12-31 13:35:00,0.5,6.621,65.75733,NA,NA,1.494,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,"MDL<1",44.840625,NA,130.448,NA,"ACJORD_20170417","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACJORD_20170530","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-06-27,"SWRL",1899-12-31 10:45:00,7,6.723,69.82255,9.867,NA,1.974,NA,4.9,NA,0.086,NA,NA,"<MRL 0.001",NA,"MDL<0.005",NA,"<MRL 1",40.625,NA,181.748571428571,NA,"ACJORD_20170627","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACJORD_20170728","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-08-30,"SWRL",1899-12-31 12:30:00,10,6.524,75.50978,7.571,NA,1.752,NA,1.7,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.9604,NA,4.9011,NA,"ACJORD_20170830","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACJORD","Jordan Pond",2017-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACJORD_20170925","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-04-09,"SWRL",1899-12-31 12:40:00,0.5,6.54,72.70033,NA,NA,3.022,NA,NA,NA,0.131,NA,NA,NA,NA,NA,NA,"MDL<1",50.5155208333333,NA,213.545142857143,NA,"ACLONG_20170409","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACLONG_20170524","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-06-25,"SWRL",1899-12-31 11:50:00,6,6.721,69.89108,17.806,NA,3.237,NA,5.9,NA,0.149,NA,NA,"<MRL 0.001",0.00849,NA,NA,"<MRL 1",53.125,NA,290.557142857143,NA,"ACLONG_20170625","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACLONG_20170724","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-08-28,"SWRL",1899-12-31 10:30:00,10,6.419,76.75024,12.858,NA,3.083,NA,3.6,NA,NA,NA,NA,"<MRL 0.001",0.0056,NA,NA,"<MRL 1",3.2661,NA,8.1581,NA,"ACLONG_20170828","08","2017","082017",2017-08-28,"1030",21.4,"1500",16.77,0.05,0.061,NA,NA,NA,NA,NA,NA,9.2,259.16,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACLONG","Long Pond (MDI)",2017-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACLONG_20170927","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACROUN","Round Pond",2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACROUN_20170525","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACROUN","Round Pond",2017-06-26,"SWRL",1899-12-31 14:00:00,3,6.414,38.46996,33.7709,NA,4.468,NA,8.9,NA,0.208,NA,NA,"<MRL 0.001",0.00826,NA,NA,"<MRL 1",37.7083333333333,NA,287.957142857143,NA,"ACROUN_20170626","06","2017","062017",2017-06-26,"14:00",17.8,"15:20",24.71,0.16,0.194,NA,NA,4,13.16,0.01316,NA,NA,NA,NA,NA,NA,NA,NA,"06","2017"
"NETNLake","ACAD","ACROUN","Round Pond",2017-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACROUN_20170718","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACROUN","Round Pond",2017-08-31,"SWRL",1899-12-31 10:15:00,4,6.262,47.70228,25.927,NA,4.585,NA,5.1,NA,NA,NA,0.0015,NA,0.00687,NA,NA,"<MRL 1",2.7455,NA,7.9272,NA,"ACROUN_20170831","08","2017","082017",2017-08-31,"1015",21.9,"1210",23.49,0.206,0.25,NA,NA,NA,NA,NA,NA,10.9,307.05,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACROUN","Round Pond",2017-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACROUN_20170922","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSAMP","Sargent Mtn Pond",2017-04-17,"SWRL",1899-12-31 11:45:00,0.5,5.08,4.639595,NA,NA,3.898,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,"MDL<1",28.0692708333333,NA,130.760714285714,NA,"ACSAMP_20170417","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-04-09,"SWRL",1899-12-31 17:10:00,0.5,6.12,65.38874,NA,NA,4.354,NA,NA,NA,0.163,NA,NA,NA,NA,NA,NA,"MDL<1",49.0911458333333,NA,251.359571428571,NA,"ACSEAL_20170409","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSEAL_20170525","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-06-25,"SWRL",1899-12-31 10:00:00,6,6.717,69.43615,35.2,NA,4.806,NA,7.9,NA,0.203,NA,NA,"<MRL 0.001",0.00838,NA,NA,"<MRL 1",54.7916666666667,NA,340.6,NA,"ACSEAL_20170625","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSEAL_20170724","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-08-28,"SWRL",1899-12-31 12:35:00,8,6.615,81.26867,24.794,NA,4.423,NA,4.6,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",3.1362,NA,8.9795,NA,"ACSEAL_20170828","08","2017","082017",2017-08-28,"1240",22.7,"1530",20.06,0.08,0.097,NA,NA,NA,NA,NA,NA,13,366.21,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACSEAL","Seal Cove Pond",2017-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACSEAL_20170927","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUBRK","Upper Breakneck",2017-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUBRK_20170530","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUBRK","Upper Breakneck",2017-06-19,"SWRL",1899-12-31 11:00:00,2,6.675,100.4377,32.463,NA,4.515,NA,10.6,NA,0.278,NA,NA,"<MRL 0.001",0.00787,NA,NA,"<MRL 1",19.2666666666667,NA,240.88,NA,"ACUBRK_20170619","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
