"Project","Park","NETNCode","Site","Date","LabCode","SampleTime","SampleDepth_m","pH_Lab","ANC_ueqL","AppColor_PCU","AppColorFlag","DOC_mgL","DOCFlag","TP_ugL","TPFlag","TN_mgL","TNFlag","NO2_mgL","NO2Flag","NH3_mgL","NH3Flag","NO3_ueqL","NO3Flag","SO4_ueqL","SO4Flag","Cl_ueqL","ClFlag","SEC2016","month","year","mon_year","Date","Sample Time","Stream_Lake Temp","Test Time","Bottle Temp","NH3-N mg/l","NH3 mg/l","PO4mg/L","PO4ug/L","NO2-Nug/l(meter)","NO2 ug/l(meter)","NO2 mg/l(meter)","NO3(strip)","Cl mg/L (meter)","Cl <U+00B5>eq/L (meter)","Cl quantab units (strip)","Cl mg/L (strip)","Cl ueq/L (strip)","Rain Event","QA/QC Notes","month","year"
"NETNLake","ACAD","ACUBRK","Upper Breakneck",2017-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUBRK_20170717","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUBRK","Upper Breakneck",2017-08-24,"SWRL",1899-12-31 10:15:00,3,6.595,122.6594,37.177,NA,5.583,NA,8.4,NA,NA,NA,0.001,NA,0.0609,NA,NA,"<MRL 1",NA,"<MRL 1",9.8766,NA,"ACUBRK_20170824","08","2017","082017",2017-08-24,"1015",22.8,"1245",24.03,0.206,0.25,NA,NA,NA,NA,NA,NA,9.9,278.88,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACUBRK","Upper Breakneck",2017-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUBRK_20170922","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-04-12,"SWRL",1899-12-31 13:35:00,0.5,5.88,36.70259,NA,NA,3.383,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,"MDL<1",37.3746875,NA,333.668142857143,NA,"ACUHAD_20170412","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUHAD_20170525","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-06-21,"SWRL",1899-12-31 10:15:00,4,6.421,53.11032,39.526,NA,4.179,NA,8,NA,0.178,NA,NA,"<MRL 0.001",0.00646,NA,NA,"<MRL 1",50.625,NA,307.88,NA,"ACUHAD_20170621","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUHAD_20170717","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-08-23,"SWRL",1899-12-31 11:40:00,5,6.738,77.78399,23.509,NA,3.789,NA,4.2,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.9828,NA,10.8803,NA,"ACUHAD_20170823","08","2017","082017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACUHAD","Upper Hadlock",2017-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACUHAD_20170922","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-04-09,"SWRL",1899-12-31 10:40:00,0.5,5.95,39.92913,NA,NA,3.616,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,"MDL<1",30.7540625,NA,147.199428571429,NA,"ACWHOL_20170409","04","2017","042017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWHOL_20170530","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-06-19,"SWRL",1899-12-31 12:30:00,3,6.424,50.53165,48.86,NA,4.526,NA,14.8,NA,0.275,NA,NA,"<MRL 0.001",0.00843,NA,NA,"<MRL 1",20.0145833333333,NA,195.177142857143,NA,"ACWHOL_20170619","06","2017","062017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWHOL_20170717","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-08-24,"SWRL",1899-12-31 11:40:00,4,6.499,60.16514,41.508,NA,4.528,NA,8.7,NA,NA,NA,NA,"<MRL 0.001",0.00708,NA,NA,"<MRL 1",1.0035,NA,6.7539,NA,"ACWHOL_20170824","08","2017","082017",2017-08-24,"1140",23.6,"1315",24.64,0.316,0.384,NA,NA,NA,NA,NA,NA,6,169.02,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACWHOL","Witch Hole Pond",2017-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWHOL_20170928","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWOOD","Lake Wood",2017-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWOOD_20170530","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWOOD","Lake Wood",2017-06-21,"SWRL",1899-12-31 14:00:00,3,6.515,44.97675,20.027,NA,2.102,NA,7.4,NA,0.122,NA,NA,"<MRL 0.001",0.00821,NA,NA,"<MRL 1",39.1666666666667,NA,161.62,NA,"ACWOOD_20170621","06","2017","062017",2017-06-21,"14:00",17,"15:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06","2017"
"NETNLake","ACAD","ACWOOD","Lake Wood",2017-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWOOD_20170719","07","2017","072017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNLake","ACAD","ACWOOD","Lake Wood",2017-08-23,"SWRL",1899-12-31 13:20:00,3,6.591,49.91048,22.549,NA,2.385,NA,6.1,NA,NA,NA,NA,"<MRL 0.001",NA,"<MRL 0.005",NA,"<MRL 1",2.9715,NA,5.4461,NA,"ACWOOD_20170823","08","2017","082017",2017-08-23,"1320",24.5,"1500",25,0.049,0.06,NA,NA,NA,NA,NA,NA,4.8,135.22,NA,NA,NA,"N",NA,"08","2017"
"NETNLake","ACAD","ACWOOD","Lake Wood",2017-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACWOOD_20170928","09","2017","092017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNPond","MABI","MABIPA","The Pogue",2017-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MABIPA_20170524","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNPond","MABI","MABIPA","The Pogue",2017-06-21,"SWRL",1899-12-31 14:00:00,0.5,8.292,1644.971,27.195,NA,2.628,NA,11.3,NA,0.26,NA,NA,"<MRL 0.001",NA,"MDL<0.005",NA,"<MRL 1",101.847916666667,NA,13.2,NA,"MABIPA_20170621","06","2017","062017",2017-06-21,"14:00",24.4,"19:00",10,NA,NA,NA,NA,1,3.29,0.00329,NA,NA,NA,NA,NA,NA,"N",NA,"06","2017"
"NETNPond","MABI","MABIPA","The Pogue",2017-08-23,"SWRL",1899-12-31 13:45:00,0.5,8.285,1752.214,40.097,NA,3.659,NA,13.6,NA,NA,NA,NA,"<MRL 0.001",0.006,NA,NA,"<MRL 1",4.7854,NA,NA,"<MRL 1","MABIPA_20170823","08","2017","082017",2017-08-23,"1345",24.5,"7:00",5.7,NA,NA,NA,NA,5,16.45,0.016,NA,NA,NA,NA,NA,NA,"Y-24","Next day test","08","2017"
"NETNPond","MABI","MABIPA","The Pogue",2017-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MABIPA_20170920","09","2017","092017",2017-09-20,"1300",22,"1830",15.6,0.03,0.036,NA,NA,4,13.16,0.013,NA,NA,NA,0,NA,NA,"N",NA,"09","2017"
"NETNPond","SAGA","SAGAPA","Blow-Me-Down Pond",2017-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGAPA_20170524","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNPond","SAGA","SAGAPA","Blow-Me-Down Pond",2017-06-21,"SWRL",1899-12-31 10:15:00,0.2,7.685,920.3053,43.09,NA,2.674,NA,18.2,NA,0.323,NA,0.0017,NA,0.0212,NA,NA,"<MRL 1",63.5354166666667,NA,480.205714285714,NA,"SAGAPA_20170621","06","2017","062017",2017-06-21,"10:15",18.5,"19:00",12.3,NA,NA,NA,NA,4,13.16,0.01316,NA,NA,NA,0.08,NA,NA,"N",NA,"06","2017"
"NETNPond","SAGA","SAGAPA","Blow-Me-Down Pond",2017-08-23,"SWRL",1899-12-31 10:00:00,0.5,7.579,1253.195,67.209,NA,2.859,NA,15.1,NA,NA,NA,0.0023,NA,0.0476,NA,NA,"<MRL 1",5.2725,NA,25.4533,NA,"SAGAPA_20170823","08","2017","082017",2017-08-23,"1000",21.5,"7:00",4.7,NA,NA,0.05,50,9,29.61,0.029,NA,4.5,126.76,NA,NA,NA,"Y-24","Next day test","08","2017"
"NETNPond","SAGA","SAGAPA","Blow-Me-Down Pond",2017-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGAPA_20170920","09","2017","092017",2017-09-20,"950",20.1,"1830",14.3,0.03,0.036,NA,NA,2,6.58,0.006,NA,NA,NA,1.4,34,959.14,"N",NA,"09","2017"
"NETNPond","WEFA","WEFAPA","Weir Pond",2017-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WEFAPA_20170525","05","2017","052017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NETNPond","WEFA","WEFAPA","Weir Pond",2017-06-22,"SWRL",1899-12-31 12:30:41,0.5,7.046,381.1887,48.517,NA,5.375,NA,28,NA,0.444,NA,NA,"<MRL 0.001",0.0197,NA,NA,"<MRL 1",74.6270833333333,NA,1427.39428571429,NA,"WEFAPA_20170622","06","2017","062017",2017-06-22,"12:30",23.6,"18:00",12.9,0.03,0.03642,NA,NA,1,3.29,0.00329,NA,NA,NA,1.6,39,1100.19,"N",NA,"06","2017"
"NETNPond","WEFA","WEFAPA","Weir Pond",2017-06-22,"SWRL",1899-12-31 12:30:41,0.5,7.046,381.1887,48.517,NA,5.375,NA,28,NA,0.444,NA,NA,"<MRL 0.001",0.0197,NA,NA,"<MRL 1",74.6270833333333,NA,1427.39428571429,NA,"WEFAPA_20170622","06","2017","062017",2017-06-22,"12:35",23.6,"18:00",13,0.05,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,1.6,39,1100.19,"N","QC REP","06","2017"
"NETNPond","WEFA","WEFAPA","Weir Pond",2017-08-24,"SWRL",1899-12-31 13:15:00,0.5,7.341,531.2115,3.534,NA,6.193,NA,15.4,NA,NA,NA,0.001,NA,0.0274,NA,NA,"<MRL 1",5.593,NA,54.673,NA,"WEFAPA_20170824","08","2017","082017",2017-08-24,"1315",27.3,"1930",10.4,NA,NA,NA,NA,6,19.74,0.019,NA,NA,NA,1.8,46,1297.66,"N","PO4 first test 0.94, second and third test 0.00ppm","08","2017"
"NETNPond","WEFA","WEFAPA","Weir Pond",2017-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WEFAPA_20170921","09","2017","092017",2017-09-21,"1200",23.4,"1600",12.9,0.07,0.085,NA,NA,0,NA,NA,NA,NA,NA,1.6,40,1128.4,"N",NA,"09","2017"
